country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines
Bahrain,BHR,1/25/2021,,,,,2784,,,,1636,"Pfizer/BioNTech, Sinopharm/Beijing"
Belgium,BEL,1/25/2021,250998,250248,750,10810,16890,2.17,2.16,0.01,1457,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Bermuda,BMU,1/25/2021,,,,,209,,,,3356,Pfizer/BioNTech
Brazil,BRA,1/25/2021,700608,700608,,95886,99928,0.33,0.33,,470,"Oxford/AstraZeneca, Sinovac"
Bulgaria,BGR,1/25/2021,26798,22129,4669,655,1023,0.39,0.32,0.07,147,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Canada,CAN,1/25/2021,802354,,,,54213,2.13,,,1436,"Moderna, Pfizer/BioNTech"
Cayman Islands,CYM,1/25/2021,,,,,275,,,,4184,Pfizer/BioNTech
Chile,CHL,1/25/2021,66648,56883,9765,1417,4777,0.35,0.3,0.05,250,"Pfizer/BioNTech, Sinovac"
China,CHN,1/25/2021,,,,,996633,,,,692,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac"
Costa Rica,CRI,1/25/2021,48128,45707,2421,,2677,0.94,0.9,0.05,526,Pfizer/BioNTech
Croatia,HRV,1/25/2021,69984,58077,11907,,2640,1.7,1.41,0.29,643,Pfizer/BioNTech
Cyprus,CYP,1/25/2021,,,,,1061,,,,1211,Pfizer/BioNTech
Czechia,CZE,1/25/2021,218086,203066,15020,12368,11763,2.04,1.9,0.14,1098,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Denmark,DNK,1/25/2021,213813,182699,31114,2708,5149,3.69,3.15,0.54,889,"Moderna, Pfizer/BioNTech"
Ecuador,ECU,1/25/2021,,,,,386,,,,22,Pfizer/BioNTech
Egypt,EGY,1/25/2021,,,,,219,,,,2,Sinopharm/Beijing
England,,1/25/2021,6405554,5962544,443010,236177,326745,11.38,10.59,0.79,5805,"Oxford/AstraZeneca, Pfizer/BioNTech"
Estonia,EST,1/25/2021,26126,,,162,1122,1.97,,,846,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Finland,FIN,1/25/2021,110651,106098,4553,,8012,2,1.91,0.08,1446,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
France,FRA,1/25/2021,1075045,1075045,,71077,86710,1.58,1.58,,1278,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Germany,DEU,1/25/2021,1946938,1663999,282939,96687,97726,2.32,1.99,0.34,1166,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Gibraltar,GIB,1/25/2021,10539,10539,,198,586,31.28,31.28,,17393,Pfizer/BioNTech
Greece,GRC,1/25/2021,179951,171890,8061,,13436,1.73,1.65,0.08,1289,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Guernsey,GGY,1/25/2021,,,,,252,,,,3758,Pfizer/BioNTech
Hungary,HUN,1/25/2021,162315,149676,12639,6217,4426,1.68,1.55,0.13,458,Pfizer/BioNTech
Iceland,ISL,1/25/2021,15220,10433,4787,,1306,4.46,3.06,1.4,3827,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
India,IND,1/25/2021,2023809,,,408305,224251,0.15,,,163,"Covaxin, Oxford/AstraZeneca"
Indonesia,IDN,1/25/2021,161959,,,12717,11823,0.06,,,43,Sinovac
Ireland,IRL,1/25/2021,,,,,6552,,,,1327,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Isle of Man,IMN,1/25/2021,4209,3897,312,,163,4.95,4.58,0.37,1917,"Oxford/AstraZeneca, Pfizer/BioNTech"
Israel,ISR,1/25/2021,4024252,2729611,1294641,218744,184245,46.49,31.54,14.96,21286,"Moderna, Pfizer/BioNTech"
Italy,ITA,1/25/2021,1508231,1334580,173651,68241,37331,2.49,2.21,0.29,617,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Jersey,JEY,1/25/2021,,,,,493,,,,4878,"Oxford/AstraZeneca, Pfizer/BioNTech"
Kuwait,KWT,1/25/2021,,,,,1121,,,,262,Pfizer/BioNTech
Latvia,LVA,1/25/2021,19726,16922,2804,,419,1.05,0.9,0.15,222,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Lithuania,LTU,1/25/2021,68340,59134,9206,,1684,2.51,2.17,0.34,619,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Luxembourg,LUX,1/25/2021,8554,7309,1245,,569,1.37,1.17,0.2,909,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Malta,MLT,1/25/2021,21172,19709,1463,1191,1167,4.8,4.46,0.33,2643,Pfizer/BioNTech
Mauritius,MUS,1/25/2021,0,0,,,,0,0,,,Oxford/AstraZeneca
Mexico,MEX,1/25/2021,645105,616390,28715,15479,21797,0.5,0.48,0.02,169,Pfizer/BioNTech
Netherlands,NLD,1/25/2021,,,,,9455,,,,552,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,,1/25/2021,186112,163317,22795,3757,4525,9.83,8.62,1.2,2390,"Oxford/AstraZeneca, Pfizer/BioNTech"
Norway,NOR,1/25/2021,81815,79893,1922,575,4119,1.51,1.47,0.04,760,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Oman,OMN,1/25/2021,34606,24773,9833,1841,1121,0.68,0.49,0.19,220,"Oxford/AstraZeneca, Pfizer/BioNTech"
Panama,PAN,1/25/2021,6597,,,177,1100,0.15,,,255,Pfizer/BioNTech
Poland,POL,1/25/2021,776987,701222,75765,69513,40260,2.05,1.85,0.2,1064,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Portugal,PRT,1/25/2021,,,,,14545,,,,1426,"Moderna, Pfizer/BioNTech"
Qatar,QAT,1/25/2021,,,,,1351,,,,469,Pfizer/BioNTech
Romania,ROU,1/25/2021,484631,459567,25064,38346,35627,2.52,2.39,0.13,1852,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Russia,RUS,1/25/2021,,,,,103571,,,,710,Sputnik V
Saudi Arabia,SAU,1/25/2021,,,,,8009,,,,230,Pfizer/BioNTech
Scotland,,1/25/2021,443960,437900,6060,23020,22213,8.13,8.02,0.11,4066,"Oxford/AstraZeneca, Pfizer/BioNTech"
Serbia,SRB,1/25/2021,256521,256521,,38721,31534,3.77,3.77,,4634,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Seychelles,SYC,1/25/2021,19889,19889,,,1463,20.22,20.22,,14877,"Oxford/AstraZeneca, Sinopharm/Beijing"
Singapore,SGP,1/25/2021,,,,,7621,,,,1303,Pfizer/BioNTech
Slovakia,SVK,1/25/2021,111380,106399,4981,8961,5589,2.04,1.95,0.09,1024,Pfizer/BioNTech
Slovenia,SVN,1/25/2021,62059,52216,9843,7,2017,2.99,2.51,0.47,970,"Oxford/AstraZeneca, Pfizer/BioNTech"
Spain,ESP,1/25/2021,1291216,1167519,123697,53623,56182,2.76,2.5,0.26,1202,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Sweden,SWE,1/25/2021,,,,,15003,,,,1486,"Oxford/AstraZeneca, Pfizer/BioNTech"
Switzerland,CHE,1/25/2021,,,,,15587,,,,1801,"Moderna, Pfizer/BioNTech"
Turkey,TUR,1/25/2021,1302753,,,58100,67192,1.54,,,797,Sinovac
Turks and Caicos Islands,TCA,1/25/2021,,,,,222,,,,5734,Pfizer/BioNTech
United Arab Emirates,ARE,1/25/2021,2571091,,,83302,85653,26,,,8660,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V"
United Kingdom,GBR,1/25/2021,7325773,6853327,472446,281725,371761,10.79,10.1,0.7,5476,"Oxford/AstraZeneca, Pfizer/BioNTech"
United States,USA,1/25/2021,22734243,19252279,3346390,885588,1126251,6.8,5.76,1,3368,"Moderna, Pfizer/BioNTech"
Wales,,1/25/2021,290147,289566,581,18771,18279,9.2,9.18,0.02,5798,"Oxford/AstraZeneca, Pfizer/BioNTech"
Albania,ALB,1/26/2021,,,,,9,,,,3,Pfizer/BioNTech
Andorra,AND,1/26/2021,,,,,66,,,,854,Pfizer/BioNTech
Argentina,ARG,1/26/2021,305880,266969,38911,13494,9626,0.68,0.59,0.09,213,Sputnik V
Austria,AUT,1/26/2021,187606,146587,4346,10427,12888,2.08,1.63,0.05,1431,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Azerbaijan,AZE,1/26/2021,,,,,3250,,,,321,"Oxford/AstraZeneca, Sputnik V"
Bahrain,BHR,1/26/2021,165953,165953,,,3194,9.75,9.75,,1877,"Pfizer/BioNTech, Sinopharm/Beijing"
Bangladesh,BGD,1/26/2021,0,0,,,,0,0,,,Oxford/AstraZeneca
Belgium,BEL,1/26/2021,262464,260337,2127,11466,15842,2.26,2.25,0.02,1367,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Bermuda,BMU,1/26/2021,,,,,224,,,,3597,Pfizer/BioNTech
Brazil,BRA,1/26/2021,848883,848883,,148275,119630,0.4,0.4,,563,"Oxford/AstraZeneca, Sinovac"
Bulgaria,BGR,1/26/2021,29122,23667,5455,2324,985,0.42,0.34,0.08,142,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Canada,CAN,1/26/2021,827042,,,24688,52466,2.19,,,1390,"Moderna, Pfizer/BioNTech"
Cayman Islands,CYM,1/26/2021,,,,,275,,,,4184,Pfizer/BioNTech
Chile,CHL,1/26/2021,67264,56905,10359,616,2107,0.35,0.3,0.05,110,"Pfizer/BioNTech, Sinovac"
China,CHN,1/26/2021,,,,,1053102,,,,732,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac"
Costa Rica,CRI,1/26/2021,,,,,2490,,,,489,Pfizer/BioNTech
Croatia,HRV,1/26/2021,,,,,2598,,,,633,Pfizer/BioNTech
Cyprus,CYP,1/26/2021,,,,,1074,,,,1226,Pfizer/BioNTech
Czechia,CZE,1/26/2021,232286,213332,18954,14200,11658,2.17,1.99,0.18,1089,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Denmark,DNK,1/26/2021,215786,182912,32874,1973,4776,3.73,3.16,0.57,825,"Moderna, Pfizer/BioNTech"
Ecuador,ECU,1/26/2021,,,,,405,,,,23,Pfizer/BioNTech
Egypt,EGY,1/26/2021,,,,,219,,,,2,Sinopharm/Beijing
England,,1/26/2021,6665861,6221850,444011,260307,320880,11.84,11.05,0.79,5701,"Oxford/AstraZeneca, Pfizer/BioNTech"
Estonia,EST,1/26/2021,27180,,,1054,1124,2.05,,,847,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Finland,FIN,1/26/2021,117007,110047,6960,6356,8740,2.11,1.99,0.13,1577,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
France,FRA,1/26/2021,1171264,1165852,5412,96219,83647,1.73,1.72,0.01,1233,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Germany,DEU,1/26/2021,2049139,1717082,332057,102201,98873,2.45,2.05,0.4,1180,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Gibraltar,GIB,1/26/2021,11073,11073,,534,579,32.87,32.87,,17186,Pfizer/BioNTech
Greece,GRC,1/26/2021,197755,184610,13145,17804,14757,1.9,1.77,0.13,1416,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Guernsey,GGY,1/26/2021,,,,,252,,,,3758,Pfizer/BioNTech
Hungary,HUN,1/26/2021,170476,152704,17772,8161,5317,1.76,1.58,0.18,550,Pfizer/BioNTech
Iceland,ISL,1/26/2021,,,,,1318,,,,3862,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
India,IND,1/26/2021,2029480,,,5671,193521,0.15,,,140,"Covaxin, Oxford/AstraZeneca"
Indonesia,IDN,1/26/2021,245685,,,83726,21898,0.09,,,80,Sinovac
Ireland,IRL,1/26/2021,,,,,6105,,,,1236,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Isle of Man,IMN,1/26/2021,4886,4247,639,677,266,5.75,4.99,0.75,3128,"Oxford/AstraZeneca, Pfizer/BioNTech"
Israel,ISR,1/26/2021,4226809,2806929,1419880,202557,183238,48.83,32.43,16.4,21170,"Moderna, Pfizer/BioNTech"
Italy,ITA,1/26/2021,1587727,1338700,249027,79496,44144,2.63,2.21,0.41,730,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Jersey,JEY,1/26/2021,,,,,493,,,,4878,"Oxford/AstraZeneca, Pfizer/BioNTech"
Kuwait,KWT,1/26/2021,35000,,,,1121,0.82,,,262,Pfizer/BioNTech
Latvia,LVA,1/26/2021,20574,16952,3622,848,415,1.09,0.9,0.19,220,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Lithuania,LTU,1/26/2021,71433,61601,9832,3093,1230,2.62,2.26,0.36,452,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Luxembourg,LUX,1/26/2021,9525,8280,1245,971,604,1.52,1.32,0.2,965,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Malta,MLT,1/26/2021,22371,20677,1694,1199,1156,5.07,4.68,0.38,2618,Pfizer/BioNTech
Mauritius,MUS,1/26/2021,,,,,30,,,,24,Oxford/AstraZeneca
Mexico,MEX,1/26/2021,652319,621005,31314,7214,22028,0.51,0.48,0.02,171,Pfizer/BioNTech
Myanmar,MMR,1/26/2021,0,,,,,0,,,,Oxford/AstraZeneca
Nepal,NPL,1/26/2021,0,,,,,0,,,,Oxford/AstraZeneca
Netherlands,NLD,1/26/2021,,,,,8965,,,,523,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,,1/26/2021,191050,168140,22910,4938,4379,10.09,8.88,1.21,2312,"Oxford/AstraZeneca, Pfizer/BioNTech"
Norway,NOR,1/26/2021,86177,82126,4051,4362,3983,1.59,1.51,0.07,735,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Oman,OMN,1/26/2021,36206,24773,11433,1600,1165,0.71,0.49,0.22,228,"Oxford/AstraZeneca, Pfizer/BioNTech"
Panama,PAN,1/26/2021,7497,,,900,1071,0.17,,,248,Pfizer/BioNTech
Poland,POL,1/26/2021,905457,782413,123044,128470,52033,2.39,2.07,0.33,1375,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Portugal,PRT,1/26/2021,263499,225499,38000,,13847,2.58,2.21,0.37,1358,"Moderna, Pfizer/BioNTech"
Qatar,QAT,1/26/2021,,,,,1351,,,,469,Pfizer/BioNTech
Romania,ROU,1/26/2021,528378,487711,40667,43747,36905,2.75,2.54,0.21,1918,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Russia,RUS,1/26/2021,,,,,103571,,,,710,Sputnik V
Saudi Arabia,SAU,1/26/2021,,,,,8009,,,,230,Pfizer/BioNTech
Scotland,,1/26/2021,468688,462092,6596,24728,22087,8.58,8.46,0.12,4043,"Oxford/AstraZeneca, Pfizer/BioNTech"
Serbia,SRB,1/26/2021,319504,319504,,62983,39901,4.7,4.7,,5864,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Seychelles,SYC,1/26/2021,22712,22712,,2823,1677,23.1,23.1,,17053,"Oxford/AstraZeneca, Sinopharm/Beijing"
Singapore,SGP,1/26/2021,,,,,8369,,,,1431,Pfizer/BioNTech
Slovakia,SVK,1/26/2021,118608,113371,5237,7228,5491,2.17,2.08,0.1,1006,Pfizer/BioNTech
Slovenia,SVN,1/26/2021,63836,52304,11532,1777,1962,3.07,2.52,0.55,944,"Oxford/AstraZeneca, Pfizer/BioNTech"
Spain,ESP,1/26/2021,1356461,1183395,173066,65245,55766,2.9,2.53,0.37,1193,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Sweden,SWE,1/26/2021,,,,,14483,,,,1434,"Oxford/AstraZeneca, Pfizer/BioNTech"
Switzerland,CHE,1/26/2021,,,,,16179,,,,1869,"Moderna, Pfizer/BioNTech"
Turkey,TUR,1/26/2021,1410273,,,107520,65663,1.67,,,779,Sinovac
Turks and Caicos Islands,TCA,1/26/2021,,,,,222,,,,5734,Pfizer/BioNTech
United Arab Emirates,ARE,1/26/2021,2677680,,,106589,87473,27.07,,,8844,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V"
United Kingdom,GBR,1/26/2021,7638543,7164387,474156,312770,366883,11.25,10.55,0.7,5404,"Oxford/AstraZeneca, Pfizer/BioNTech"
United States,USA,1/26/2021,23540994,19902237,3481921,806751,1119058,7.04,5.95,1.04,3346,"Moderna, Pfizer/BioNTech"
Wales,,1/26/2021,312944,312305,639,22797,19537,9.93,9.91,0.02,6197,"Oxford/AstraZeneca, Pfizer/BioNTech"
Albania,ALB,1/27/2021,,,,,4,,,,1,Pfizer/BioNTech
Andorra,AND,1/27/2021,,,,,66,,,,854,Pfizer/BioNTech
Argentina,ARG,1/27/2021,318033,272323,45710,12153,10014,0.7,0.6,0.1,222,Sputnik V
Austria,AUT,1/27/2021,191749,153859,5126,4143,9199,2.13,1.71,0.06,1021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Azerbaijan,AZE,1/27/2021,,,,,3250,,,,321,"Oxford/AstraZeneca, Sputnik V"
Bahrain,BHR,1/27/2021,167731,167731,,1778,3372,9.86,9.86,,1982,"Pfizer/BioNTech, Sinopharm/Beijing"
Bangladesh,BGD,1/27/2021,26,26,,26,26,0,0,,0,Oxford/AstraZeneca
Belgium,BEL,1/27/2021,278348,273116,5232,15884,15192,2.4,2.36,0.05,1311,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Bermuda,BMU,1/27/2021,,,,,238,,,,3822,Pfizer/BioNTech
Brazil,BRA,1/27/2021,1129885,1129885,,281002,157335,0.53,0.53,,740,"Oxford/AstraZeneca, Sinovac"
Bulgaria,BGR,1/27/2021,32917,25245,7672,3795,1256,0.47,0.36,0.11,181,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Canada,CAN,1/27/2021,890536,,,63494,57828,2.36,,,1532,"Moderna, Pfizer/BioNTech"
Cayman Islands,CYM,1/27/2021,,,,,275,,,,4184,Pfizer/BioNTech
Chile,CHL,1/27/2021,67299,56906,10393,35,791,0.35,0.3,0.05,41,"Pfizer/BioNTech, Sinovac"
China,CHN,1/27/2021,22767000,,,,1109571,1.58,,,771,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac"
Costa Rica,CRI,1/27/2021,,,,,2303,,,,452,Pfizer/BioNTech
Croatia,HRV,1/27/2021,,,,,2448,,,,596,Pfizer/BioNTech
Cyprus,CYP,1/27/2021,,,,,1087,,,,1241,Pfizer/BioNTech
Czechia,CZE,1/27/2021,245511,222093,23418,13225,11298,2.29,2.07,0.22,1055,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Denmark,DNK,1/27/2021,220374,183124,37250,4588,4945,3.8,3.16,0.64,854,"Moderna, Pfizer/BioNTech"
Ecuador,ECU,1/27/2021,,,,,417,,,,24,Pfizer/BioNTech
Egypt,EGY,1/27/2021,,,,,219,,,,2,Sinopharm/Beijing
England,,1/27/2021,6918853,6473752,445101,252992,311182,12.29,11.5,0.79,5528,"Oxford/AstraZeneca, Pfizer/BioNTech"
Estonia,EST,1/27/2021,29594,,,2414,1302,2.23,,,982,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Finland,FIN,1/27/2021,126910,117555,9355,9903,9264,2.29,2.12,0.17,1672,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
France,FRA,1/27/2021,1274711,1262972,11739,103447,80820,1.88,1.86,0.02,1191,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Germany,DEU,1/27/2021,2160972,1770911,390061,111833,96586,2.58,2.11,0.47,1153,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Gibraltar,GIB,1/27/2021,11607,11073,,534,656,34.45,32.87,,19471,Pfizer/BioNTech
Greece,GRC,1/27/2021,216040,198161,17879,18285,15173,2.07,1.9,0.17,1456,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Greenland,GRL,1/27/2021,2584,2584,,,,4.55,4.55,,,Pfizer/BioNTech
Guernsey,GGY,1/27/2021,,,,,252,,,,3758,Pfizer/BioNTech
Hungary,HUN,1/27/2021,187508,161215,26293,17032,6989,1.94,1.67,0.27,723,Pfizer/BioNTech
Iceland,ISL,1/27/2021,15522,10702,4820,,1331,4.55,3.14,1.41,3900,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
India,IND,1/27/2021,2355979,,,326499,221356,0.17,,,160,"Covaxin, Oxford/AstraZeneca"
Indonesia,IDN,1/27/2021,308003,,,62318,28915,0.11,,,106,Sinovac
Ireland,IRL,1/27/2021,161500,147700,13800,,5657,3.27,2.99,0.28,1146,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Isle of Man,IMN,1/27/2021,5587,4550,1037,701,338,6.57,5.35,1.22,3975,"Oxford/AstraZeneca, Pfizer/BioNTech"
Israel,ISR,1/27/2021,4428259,2884361,1543898,201450,180708,51.16,33.32,17.84,20878,"Moderna, Pfizer/BioNTech"
Italy,ITA,1/27/2021,1657828,1344568,313260,70101,49967,2.74,2.22,0.52,826,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Jersey,JEY,1/27/2021,,,,,493,,,,4878,"Oxford/AstraZeneca, Pfizer/BioNTech"
Latvia,LVA,1/27/2021,21392,17033,4359,818,422,1.13,0.9,0.23,224,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Lithuania,LTU,1/27/2021,78318,65433,12885,6885,1718,2.88,2.4,0.47,631,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Luxembourg,LUX,1/27/2021,10449,9107,1342,924,608,1.67,1.45,0.21,971,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Malta,MLT,1/27/2021,23512,21417,2095,1141,1171,5.33,4.85,0.47,2652,Pfizer/BioNTech
Mauritius,MUS,1/27/2021,,,,,30,,,,24,Oxford/AstraZeneca
Mexico,MEX,1/27/2021,656044,624730,31314,3725,22145,0.51,0.48,0.02,172,Pfizer/BioNTech
Myanmar,MMR,1/27/2021,3800,,,3800,3800,0.01,,,70,Oxford/AstraZeneca
Nepal,NPL,1/27/2021,,,,,18862,,,,647,Oxford/AstraZeneca
Netherlands,NLD,1/27/2021,,,,,8476,,,,495,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,,1/27/2021,199211,175284,23927,8161,4668,10.52,9.26,1.26,2465,"Oxford/AstraZeneca, Pfizer/BioNTech"
Norway,NOR,1/27/2021,104795,93310,11485,18618,5114,1.93,1.72,0.21,943,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Oman,OMN,1/27/2021,37045,24773,12272,839,1071,0.73,0.49,0.24,210,"Oxford/AstraZeneca, Pfizer/BioNTech"
Panama,PAN,1/27/2021,8546,,,1049,1129,0.2,,,262,Pfizer/BioNTech
Poland,POL,1/27/2021,1008253,858474,149779,102796,59495,2.66,2.27,0.4,1572,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Portugal,PRT,1/27/2021,278413,,,14914,13814,2.73,,,1355,"Moderna, Pfizer/BioNTech"
Qatar,QAT,1/27/2021,,,,,1351,,,,469,Pfizer/BioNTech
Romania,ROU,1/27/2021,570704,513429,57275,42326,37474,2.97,2.67,0.3,1948,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Russia,RUS,1/27/2021,,,,,103571,,,,710,Sputnik V
Saudi Arabia,SAU,1/27/2021,,,,,8009,,,,230,Pfizer/BioNTech
Scotland,,1/27/2021,498441,491658,6783,29753,22729,9.12,9,0.12,4160,"Oxford/AstraZeneca, Pfizer/BioNTech"
Serbia,SRB,1/27/2021,361830,361830,,42326,45317,5.32,5.32,,6660,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Seychelles,SYC,1/27/2021,25587,25587,,2875,1775,26.02,26.02,,18050,"Oxford/AstraZeneca, Sinopharm/Beijing"
Singapore,SGP,1/27/2021,113050,113000,50,,9116,1.93,1.93,0,1558,Pfizer/BioNTech
Slovakia,SVK,1/27/2021,125671,120162,5509,7063,5374,2.3,2.2,0.1,984,Pfizer/BioNTech
Slovenia,SVN,1/27/2021,68641,52590,16051,4805,1999,3.3,2.53,0.77,962,"Oxford/AstraZeneca, Pfizer/BioNTech"
Spain,ESP,1/27/2021,1395618,1202859,192759,39157,52812,2.98,2.57,0.41,1130,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Sweden,SWE,1/27/2021,,,,,13962,,,,1382,"Oxford/AstraZeneca, Pfizer/BioNTech"
Switzerland,CHE,1/27/2021,,,,,13758,,,,1590,"Moderna, Pfizer/BioNTech"
Turkey,TUR,1/27/2021,1522580,,,112307,67155,1.81,,,796,Sinovac
Turks and Caicos Islands,TCA,1/27/2021,,,,,222,,,,5734,Pfizer/BioNTech
United Arab Emirates,ARE,1/27/2021,2764450,,,86770,86186,27.95,,,8714,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V"
United Kingdom,GBR,1/27/2021,7953250,7476765,476485,314707,359424,11.72,11.01,0.7,5295,"Oxford/AstraZeneca, Pfizer/BioNTech"
United States,USA,1/27/2021,24652634,20687970,3801053,1111640,1161050,7.37,6.19,1.14,3472,"Moderna, Pfizer/BioNTech"
Wales,,1/27/2021,336745,336071,674,23801,20845,10.68,10.66,0.02,6611,"Oxford/AstraZeneca, Pfizer/BioNTech"
Albania,ALB,1/28/2021,,,,,,,,,,Pfizer/BioNTech
Andorra,AND,1/28/2021,,,,,66,,,,854,Pfizer/BioNTech
Argentina,ARG,1/28/2021,327999,276548,51451,9966,8896,0.73,0.61,0.11,197,Sputnik V
Austria,AUT,1/28/2021,198091,163806,5633,6342,6464,2.2,1.82,0.06,718,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Azerbaijan,AZE,1/28/2021,,,,,3250,,,,321,"Oxford/AstraZeneca, Sputnik V"
Bahrain,BHR,1/28/2021,169440,169440,,1709,3096,9.96,9.96,,1819,"Pfizer/BioNTech, Sinopharm/Beijing"
Bangladesh,BGD,1/28/2021,567,567,,541,284,0,0,,2,Oxford/AstraZeneca
Belgium,BEL,1/28/2021,300090,287826,12264,21742,14072,2.59,2.48,0.11,1214,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Bermuda,BMU,1/28/2021,,,,,252,,,,4047,Pfizer/BioNTech
Bolivia,BOL,1/28/2021,0,,,,,0,,,,Sputnik V
Brazil,BRA,1/28/2021,1450900,1450900,,321015,187769,0.68,0.68,,883,"Oxford/AstraZeneca, Sinovac"
Bulgaria,BGR,1/28/2021,37636,26753,10883,4719,1769,0.54,0.39,0.16,255,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Canada,CAN,1/28/2021,910676,,,20140,29173,2.41,,,773,"Moderna, Pfizer/BioNTech"
Cayman Islands,CYM,1/28/2021,,,,,275,,,,4184,Pfizer/BioNTech
Chile,CHL,1/28/2021,67299,56906,10393,0,354,0.35,0.3,0.05,19,"Pfizer/BioNTech, Sinovac"
China,CHN,1/28/2021,,,,,995097,,,,691,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac"
Costa Rica,CRI,1/28/2021,,,,,2116,,,,415,Pfizer/BioNTech
Croatia,HRV,1/28/2021,,,,,2299,,,,560,Pfizer/BioNTech
